BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,SIZE_US,QUANTITY,BOX LOCATION,CATEGORIES,SKU,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,Florida_count,Handle
25,E1420,MILANO FORMALS,PURPLE,8,8,1,3033,Bridesmaid,E1420_PURPLE_8,,,,,,,NV8579
25,E1420,MILANO FORMALS,PURPLE,10,10,1,3033,Bridesmaid,E1420_PURPLE_10,,,,,,,NV8579
25,E1420,MILANO FORMALS,PURPLE,12,12,1,3033,Bridesmaid,E1420_PURPLE_12,,,,,,,NV8579
25,F1116,MILANO FORMALS,BANANA,6XL,34,2,3033,#N/A,F1116_BANANA_34,,,,,,,B8883
25,BD2006/741,MILANO FORMALS,PURPLE,L,12,3,3033,#N/A,BD2006/741_PURPLE_12,,,,,,,ATD7993/258
25,F1116,MILANO FORMALS,BANANA,7XL,38,3,3033,#N/A,F1116_BANANA_38,,,,,,,B8883
25,BD2006/741,MILANO FORMALS,PURPLE,S,8,3,3033,#N/A,BD2006/741_PURPLE_8,,,,,,,ATD7993/258
25,F1116,MILANO FORMALS,BANANA (FLOWER),6XL,34,6,3033,#N/A,F1116_BANANA (FLOWER)_34,,,,,,,B8883
25,F1116,MILANO FORMALS,BANANA,8XL,40,7,3033,#N/A,F1116_BANANA_40,,,,,,,B8883
26,E1730,MILANO FORMALS,CHARCOAL,12,12,2,3033,Bridesmaid,E1730_CHARCOAL_12,,,,,,,NV8269
26,E1730,MILANO FORMALS,CHARCOAL,20,20,3,3033,Bridesmaid,E1730_CHARCOAL_20,,,,,,,NV8269
26,E1730,MILANO FORMALS,CHARCOAL,6,6,4,3033,Bridesmaid,E1730_CHARCOAL_6,,,,,,,NV8269
26,E1730,MILANO FORMALS,CHARCOAL,8,8,5,3033,Bridesmaid,E1730_CHARCOAL_8,,,,,,,NV8269
26,B8998,MILANO FORMALS,LIGHT GREEN,S,8,8,3033,Elegant Evening,B8998_LIGHT GREEN_8,,,,,,,AT1001
27,F570,MILANO FORMALS,PEACH,M,10,3,3033,#N/A,F570_PEACH_10,,,,,,,B429
27,F570,MILANO FORMALS,PEACH,S,8,3,3033,#N/A,F570_PEACH_8,,,,,,,B429
27,F570,MILANO FORMALS,PEACH,6XL,34,7,3033,#N/A,F570_PEACH_34,,,,,,,B429
27,F570,MILANO FORMALS,PEACH,5XL,30,10,3033,#N/A,F570_PEACH_30,,,,,,,B429
27,F570,MILANO FORMALS,PEACH,8XL,40,10,3033,#N/A,F570_PEACH_40,,,,,,,B429
27,F570,MILANO FORMALS,PEACH,7XL,38,14,3033,#N/A,F570_PEACH_38,,,,,,,B429
28,E2560,MILANO FORMALS,NAVY,6,6,2,3033,#N/A,E2560_NAVY_6,,,,,,,NV7439
28,E2560,MILANO FORMALS,NAVY,14,14,3,3033,#N/A,E2560_NAVY_14,,,,,,,NV7439
28,F1116,MILANO FORMALS,CORAL,8XL,40,3,3033,#N/A,F1116_CORAL_40,,,,,,,B8883
28,E2532,MILANO FORMALS,PRINT,2,2,4,3033,Embellished,E2532_PRINT_2,,,,,,,NV7467
28,E2560,MILANO FORMALS,NAVY,10,10,4,3033,#N/A,E2560_NAVY_10,,,,,,,NV7439
28,F1116,MILANO FORMALS,BURGUNDY,S,8,7,3033,#N/A,F1116_BURGUNDY_8,,,,,,,B8883
28,F1116,MILANO FORMALS,LAVENDER,6XL,34,18,3033,#N/A,F1116_LAVENDER_34,,,,,,,B8883
29,E1244,MILANO FORMALS,BLACK,2,2,1,3033,#N/A,E1244_BLACK_2,,,,,,,NV8755
29,E2560,MILANO FORMALS,NAVY,2,2,1,3033,#N/A,E2560_NAVY_2,,,,,,,NV7439
29,E1984,MILANO FORMALS,,6,6,1,3033,#N/A,E1984_6,,,,,,,NV8015
29,E1984,MILANO FORMALS,,10,10,1,3033,#N/A,E1984_10,,,,,,,NV8015
29,E1984,MILANO FORMALS,,14,14,1,3033,#N/A,E1984_14,,,,,,,NV8015
29,E2101,MILANO FORMALS,WINE,14,14,1,3033,Gala/ pageant,E2101_WINE_14,,,,,,,NV7898
29,F570,MILANO FORMALS,NAVY,M,10,1,3033,#N/A,F570_NAVY_10,,,,,,,B429
29,BD2001744,MILANO FORMALS,BROWN,L,12,1,3033,#N/A,BD2001744_BROWN_12,,,,,,,ATD7998255
29,B8808,MILANO FORMALS,IVORY/NAVY,S,8,1,3033,#N/A,B8808_IVORY/NAVY_8,,,,,,,AT1191
29,E2225,MILANO FORMALS,BLACK/GREEN,6,6,2,3033,#N/A,E2225_BLACK/GREEN_6,,,,,,,NV7774
29,E1984,MILANO FORMALS,,18,18,2,3033,#N/A,E1984_18,,,,,,,NV8015
29,E1657,MILANO FORMALS,BLACK,8,8,3,3033,Elegant Evening,E1657_BLACK_8,,,,,,,NV8342
30,F570,MILANO FORMALS,PERRI,2XL,18,1,3033,#N/A,F570_PERRI_18,,,,,,,B429
30,F570,MILANO FORMALS,PERRI,3XL,22,1,3033,#N/A,F570_PERRI_22,,,,,,,B429
30,F570,MILANO FORMALS,PERRI,XL,14,2,3033,#N/A,F570_PERRI_14,,,,,,,B429
30,F570,MILANO FORMALS,PERRI,M,10,3,3033,#N/A,F570_PERRI_10,,,,,,,B429
30,F570,MILANO FORMALS,PERRI,L,12,5,3033,#N/A,F570_PERRI_12,,,,,,,B429
30,F570,MILANO FORMALS,PERRI,4XL,26,6,3033,#N/A,F570_PERRI_26,,,,,,,B429
30,F570,MILANO FORMALS,PERRI,S,8,14,3033,#N/A,F570_PERRI_8,,,,,,,B429
30,F570,MILANO FORMALS,PERRI,5XL,30,23,3033,#N/A,F570_PERRI_30,,,,,,,B429
31,AA9308,ANDY ANAND COUTURE,WHITE,6,6,1,3033,#N/A,AA9308_WHITE_6,,,,,,,BNV0691
31,AA9308,ANDY ANAND COUTURE,WHITE,10,10,1,3033,#N/A,AA9308_WHITE_10,,,,,,,BNV0691
31,AA9307,ANDY ANAND COUTURE,WHITE,12,12,1,3033,#N/A,AA9307_WHITE_12,,,,,,,BNV0692
33,E1696,MILANO FORMALS,BLACK,6,6,1,3033,Bridesmaid,E1696_BLACK_6,,,,,,,NV8303
33,E1799,MILANO FORMALS,TEAL,10,10,1,3033,Prom,E1799_TEAL_10,,,,,,,NV8200
33,E1799,MILANO FORMALS,TEAL,16,16,1,3033,Prom,E1799_TEAL_16,,,,,,,NV8200
33,E1799,MILANO FORMALS,TEAL,4,4,2,3033,Prom,E1799_TEAL_4,,,,,,,NV8200
33,E1013,MILANO FORMALS,SUNSHINE,22,22,2,3033,Elegant Evening,E1013_SUNSHINE_22,,,,,,,NV8986
33,E1013,MILANO FORMALS,SUNSHINE,14,14,3,3033,Elegant Evening,E1013_SUNSHINE_14,,,,,,,NV8986
33,E1696,MILANO FORMALS,BLACK,4,4,4,3033,Bridesmaid,E1696_BLACK_4,,,,,,,NV8303
34,F570,MILANO FORMALS,FUCHSIA,8XL,40,9,3033,#N/A,F570_FUCHSIA_40,,,,,,,B429
34,F570,MILANO FORMALS,FUCHSIA,6XL,34,10,3033,#N/A,F570_FUCHSIA_34,,,,,,,B429
34,F570,MILANO FORMALS,FUCHSIA,5XL,30,14,3033,#N/A,F570_FUCHSIA_30,,,,,,,B429
34,F570,MILANO FORMALS,FUCHSIA,7XL,38,19,3033,#N/A,F570_FUCHSIA_38,,,,,,,B429
35,E1520,MILANO FORMALS,SANGRIA,14,14,1,3033,Short,E1520_SANGRIA_14,,,,,,,NV8479
35,E1520,MILANO FORMALS,SANGRIA,24,24,1,3033,Short,E1520_SANGRIA_24,,,,,,,NV8479
35,E1270,MILANO FORMALS,FUCHSIA,8,8,5,3033,Bridesmaid,E1270_FUCHSIA_8,,,,,,,NV8729
35,E1745,MILANO FORMALS,TURQUOISE/GREEN,10,10,5,3033,#N/A,E1745_TURQUOISE/GREEN_10,,,,,,,NV8254
35,E1270,MILANO FORMALS,FUCHSIA,6,6,6,3033,Bridesmaid,E1270_FUCHSIA_6,,,,,,,NV8729
35,E1520,MILANO FORMALS,SANGRIA,22,22,6,3033,Short,E1520_SANGRIA_22,,,,,,,NV8479
36,F1116,MILANO FORMALS,CORAL,5XL,30,2,3033,#N/A,F1116_CORAL_30,,,,,,,B8883
36,F1116,MILANO FORMALS,BANANA,5XL,30,2,3033,#N/A,F1116_BANANA_30,,,,,,,B8883
36,F1116,MILANO FORMALS,BANANA,6XL,34,4,3033,#N/A,F1116_BANANA_34,,,,,,,B8883
36,F1116,MILANO FORMALS,CORAL,6XL,34,6,3033,#N/A,F1116_CORAL_34,,,,,,,B8883
36,F1116,MILANO FORMALS,CORAL,8XL,40,8,3033,#N/A,F1116_CORAL_40,,,,,,,B8883
36,F1116,MILANO FORMALS,CORAL,7XL,38,10,3033,#N/A,F1116_CORAL_38,,,,,,,B8883
37,F570,MILANO FORMALS,PINK,3XL,22,3,3033,#N/A,F570_PINK_22,,,,,,,B429
37,F570,MILANO FORMALS,PINK,5XL,30,3,3033,#N/A,F570_PINK_30,,,,,,,B429
37,F570,MILANO FORMALS,PINK,7XL,38,3,3033,#N/A,F570_PINK_38,,,,,,,B429
37,F570,MILANO FORMALS,PINK,8XL,40,3,3033,#N/A,F570_PINK_40,,,,,,,B429
37,F570,MILANO FORMALS,PINK,6XL,34,4,3033,#N/A,F570_PINK_34,,,,,,,B429
37,F570,MILANO FORMALS,PINK,7XL,38,5,3033,#N/A,F570_PINK_38,,,,,,,B429
37,F570,MILANO FORMALS,PINK,8XL,40,5,3033,#N/A,F570_PINK_40,,,,,,,B429
37,F570,MILANO FORMALS,PINK,6XL,34,7,3033,#N/A,F570_PINK_34,,,,,,,B429
37,F570,MILANO FORMALS,PINK,5XL,30,19,3033,#N/A,F570_PINK_30,,,,,,,B429
38,AA9308,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9308_IVORY_4,,529,,,,,BNV0691
38,AA9315,ANDY ANAND COUTURE,WHITE,4,4,1,3033,#N/A,AA9315_WHITE_4,,699,,,,,BNV0684
38,AA9306,ANDY ANAND COUTURE,CHAMPAGNE/IVORY,6,6,1,3033,#N/A,AA9306_CHAMPAGNE/IVORY_6,,389,,,,,BNV0693
38,AA9309,ANDY ANAND COUTURE,WHITE,12,12,1,3033,#N/A,AA9309_WHITE_12,,649,,,,,BNV0690
39,AA9308,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9308_IVORY_4,,529,,,,,BNV0691
39,AA9313,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9313_IVORY_4,,459,,,,,BNV0686
39,AA9326,ANDY ANAND COUTURE,,4,4,1,3033,#N/A,AA9326_4,,499,,,,,BNV0673
39,AA9315,ANDY ANAND COUTURE,WHITE,6,6,1,3033,#N/A,AA9315_WHITE_6,,699,,,,,BNV0684
39,AA9307,ANDY ANAND COUTURE,WHITE,12,12,1,3033,#N/A,AA9307_WHITE_12,,,,,,,BNV0692
40,F570,MILANO FORMALS,SKY BLUE,4XL,26,3,3033,#N/A,F570_SKY BLUE_26,,,,,,,B429
40,F570,MILANO FORMALS,SKY BLUE,6XL,34,15,3033,#N/A,F570_SKY BLUE_34,,,,,,,B429
40,F570,MILANO FORMALS,SKY BLUE,5XL,30,41,3033,#N/A,F570_SKY BLUE_30,,,,,,,B429
41,E1730,MILANO FORMALS,BURNT ORANGE,6,6,1,3033,Bridesmaid,E1730_BURNT ORANGE_6,,,,,,,NV8269
41,E1730,MILANO FORMALS,BURNT ORANGE,12,12,1,3033,Bridesmaid,E1730_BURNT ORANGE_12,,,,,,,NV8269
41,E1730,MILANO FORMALS,BURNT ORANGE,24,24,1,3033,Bridesmaid,E1730_BURNT ORANGE_24,,,,,,,NV8269
41,E1730,MILANO FORMALS,BURNT ORANGE,10,10,3,3033,Bridesmaid,E1730_BURNT ORANGE_10,,,,,,,NV8269
41,E1730,MILANO FORMALS,BURNT ORANGE,20,20,3,3033,Bridesmaid,E1730_BURNT ORANGE_20,,,,,,,NV8269
42,B8998,MILANO FORMALS,WHITE,2,2,1,3033,Elegant Evening,B8998_WHITE_2,,,,,,,AT1001
42,E1421,MILANO FORMALS,GREY,2,2,1,3033,Bridesmaid,E1421_GREY_2,,,,,,,NV8578
42,E1799,MILANO FORMALS,GREY,2,2,1,3033,Prom,E1799_GREY_2,,,,,,,NV8200
42,E1421,MILANO FORMALS,SILVER,8,8,1,3033,Bridesmaid,E1421_SILVER_8,,,,,,,NV8578
42,E1421,MILANO FORMALS,GREY,10,10,1,3033,Bridesmaid,E1421_GREY_10,,,,,,,NV8578
42,E1421,MILANO FORMALS,GREY,10,10,1,3033,Bridesmaid,E1421_GREY_10,,,,,,,NV8578
42,A1054,MILANO FORMALS,IVORY,12,12,1,3033,#N/A,A1054_IVORY_12,,,,,,,A1054
42,E1421,MILANO FORMALS,SILVER,14,14,1,3033,Bridesmaid,E1421_SILVER_14,,,,,,,NV8578
42,B8486,MILANO FORMALS,BLACK,16,16,1,3033,#N/A,B8486_BLACK_16,,,,,,,AT1513
42,E2100,MILANO FORMALS,MIDNIGHT,16,16,1,3033,Elegant Evening,E2100_MIDNIGHT_16,,,,,,,NV7899
42,E1285,MILANO FORMALS,LILAC,18,18,1,3033,Bridesmaid,E1285_LILAC_18,,,,,,,NV8714
42,E1656,MILANO FORMALS,LAVENDER,18,18,1,3033,#N/A,E1656_LAVENDER_18,,,,,,,NV8343
42,E1168,MILANO FORMALS,LILAC,20,20,1,3033,Bridesmaid,E1168_LILAC_20,,,,,,,NV8831
42,E1421,MILANO FORMALS,SILVER,22,22,1,3033,Bridesmaid,E1421_SILVER_22,,,,,,,NV8578
42,E1421,MILANO FORMALS,GREY,24,24,1,3033,Bridesmaid,E1421_GREY_24,,,,,,,NV8578
42,E1421,MILANO FORMALS,GREY,24,24,1,3033,Bridesmaid,E1421_GREY_24,,,,,,,NV8578
42,F570,MILANO FORMALS,SILVER,2,2,2,3033,#N/A,F570_SILVER_2,,,,,,,B429
42,E2301,MILANO FORMALS,BLACK,16,16,2,3033,#N/A,E2301_BLACK_16,,,,,,,NV7698
42,F1116,MILANO FORMALS,IVORY,4,4,3,3033,#N/A,F1116_IVORY_4,,,,,,,B8883
42,4386,MILANO FORMALS,BLACK,16,16,3,3033,#N/A,4386_BLACK_16,,,,,,,4386
42,F1116,MILANO FORMALS,SILVER,2,2,4,3033,#N/A,F1116_SILVER_2,,,,,,,B8883
42,F1116,MILANO FORMALS,IVORY,2,2,4,3033,#N/A,F1116_IVORY_2,,,,,,,B8883
43,E2253,MILANO FORMALS,PRINT,0,0,1,3033,#N/A,E2253_PRINT_0,,,,,,,NV7746
43,E1581,MILANO FORMALS,RED,2,2,1,3033,Embellished,E1581_RED_2,,,,,,,NV8418
43,F570,MILANO FORMALS,BLACK,2,2,1,3033,#N/A,F570_BLACK_2,,,,,,,B429
43,E1264,MILANO FORMALS,BLACK,4,4,1,3033,Bridesmaid,E1264_BLACK_4,,,,,,,NV8735
43,E1890,MILANO FORMALS,BLACK,4,4,1,3033,Embellished,E1890_BLACK_4,,,,,,,NV8109
43,E2543,MILANO FORMALS,BLACK,4,4,1,3033,Embellished,E2543_BLACK_4,,,,,,,NV7456
43,E2253,MILANO FORMALS,RED,16,16,1,3033,#N/A,E2253_RED_16,,,,,,,NV7746
43,F1116,MILANO FORMALS,LILAC,22,22,1,3033,#N/A,F1116_LILAC_22,,,,,,,B8883
43,F570,MILANO FORMALS,ROYAL BLUE,6XL,34,1,3033,#N/A,F570_ROYAL BLUE_34,,,,,,,B429
43,F1116,MILANO FORMALS,BANANA,7XL,38,1,3033,#N/A,F1116_BANANA_38,,,,,,,B8883
43,F1116,MILANO FORMALS,BANANA,8XL,40,1,3033,#N/A,F1116_BANANA_40,,,,,,,B8883
43,B8808,MILANO FORMALS,IVORY/NAVY,S,8,1,3033,#N/A,B8808_IVORY/NAVY_8,,,,,,,AT1191
43,E1260,MILANO FORMALS,TRUFFLE,S,8,1,3033,Elegant Evening,E1260_TRUFFLE_8,,,,,,,NV8739
43,E1581,MILANO FORMALS,RED,4,4,4,3033,Embellished,E1581_RED_4,,,,,,,NV8418
44,E1908,MILANO FORMALS,SKY BLUE,2,2,1,3033,#N/A,E1908_SKY BLUE_2,,,,,,,NV8091
44,E1264,MILANO FORMALS,BLACK,24,24,1,3033,Bridesmaid,E1264_BLACK_24,,,,,,,NV8735
44,E1264,MILANO FORMALS,BLACK,34,34,1,3033,Bridesmaid,E1264_BLACK_34,,,,,,,NV8735
44,E1264,MILANO FORMALS,BLACK,7XL,38,1,3033,Bridesmaid,E1264_BLACK_38,,,,,,,NV8735
44,E1908,MILANO FORMALS,SKY BLUE,14,14,2,3033,#N/A,E1908_SKY BLUE_14,,,,,,,NV8091
44,E1795,MILANO FORMALS,NAVY,4,4,4,3033,#N/A,E1795_NAVY_4,,,,,,,NV8204
44,E1908,MILANO FORMALS,SKY BLUE,6,6,4,3033,#N/A,E1908_SKY BLUE_6,,,,,,,NV8091
44,E1502,MILANO FORMALS,NAVY,10,10,4,3033,Bridesmaid,E1502_NAVY_10,,,,,,,NV8497
44,E1502,MILANO FORMALS,NAVY,4,4,5,3033,Bridesmaid,E1502_NAVY_4,,,,,,,NV8497
44,E1893,MILANO FORMALS,BLACK,10,10,5,3033,#N/A,E1893_BLACK_10,,,,,,,NV8106
45,E1663,MILANO FORMALS,FUCHSIA,8,8,1,3033,Bridesmaid,E1663_FUCHSIA_8,,,,,,,NV8336
45,E1663,MILANO FORMALS,FUCHSIA,18,18,1,3033,Bridesmaid,E1663_FUCHSIA_18,,,,,,,NV8336
45,E1838,MILANO FORMALS,TEAL,28,28,1,3033,Bridesmaid,E1838_TEAL_28,,,,,,,NV8161
45,E1463,MILANO FORMALS,TEAL,8,8,2,3033,#N/A,E1463_TEAL_8,,,,,,,NV8536
45,E1463,MILANO FORMALS,TEAL,10,10,2,3033,#N/A,E1463_TEAL_10,,,,,,,NV8536
45,E1463,MILANO FORMALS,TEAL,12,12,2,3033,#N/A,E1463_TEAL_12,,,,,,,NV8536
45,E1663,MILANO FORMALS,FUCHSIA,14,14,2,3033,Bridesmaid,E1663_FUCHSIA_14,,,,,,,NV8336
45,E1663,MILANO FORMALS,FUCHSIA,22,22,2,3033,Bridesmaid,E1663_FUCHSIA_22,,,,,,,NV8336
45,E1663,MILANO FORMALS,FUCHSIA,10,10,4,3033,Bridesmaid,E1663_FUCHSIA_10,,,,,,,NV8336
45,E1838,MILANO FORMALS,TEAL,4,4,7,3033,Bridesmaid,E1838_TEAL_4,,,,,,,NV8161
46,E1431,MILANO FORMALS,CORAL,4,4,1,3033,#N/A,E1431_CORAL_4,,,,,,,NV8568
46,E1730,MILANO FORMALS,CHARCOAL,8,8,1,3033,Bridesmaid,E1730_CHARCOAL_8,,,,,,,NV8269
46,E1730,MILANO FORMALS,BURNT ORANGE,30,30,1,3033,Bridesmaid,E1730_BURNT ORANGE_30,,,,,,,NV8269
46,E1730,MILANO FORMALS,BURNT ORANGE,0,0,2,3033,Bridesmaid,E1730_BURNT ORANGE_0,,,,,,,NV8269
46,E1730,MILANO FORMALS,BURNT ORANGE,4,4,2,3033,Bridesmaid,E1730_BURNT ORANGE_4,,,,,,,NV8269
46,E1730,MILANO FORMALS,BURNT ORANGE,22,22,2,3033,Bridesmaid,E1730_BURNT ORANGE_22,,,,,,,NV8269
46,E1730,MILANO FORMALS,CHARCOAL,12,12,5,3033,Bridesmaid,E1730_CHARCOAL_12,,,,,,,NV8269
47,E2171,MILANO FORMALS,SKY BLUE,6,6,1,3033,Ball Gown/Quinceanera ,E2171_SKY BLUE_6,,,,,,,NV7828
47,E2171,MILANO FORMALS,SKY BLUE,2,2,2,3033,Ball Gown/Quinceanera ,E2171_SKY BLUE_2,,,,,,,NV7828
48,F570,MILANO FORMALS,IVORY,26,26,1,3033,#N/A,F570_IVORY_26,,,,,,,B429
48,F570,MILANO FORMALS,SKY BLUE,M,10,1,3033,#N/A,F570_SKY BLUE_10,,,,,,,B429
48,F570,MILANO FORMALS,PERRI,XL,14,1,3033,#N/A,F570_PERRI_14,,,,,,,B429
48,F570,MILANO FORMALS,CORAL,4XL,26,1,3033,#N/A,F570_CORAL_26,,,,,,,B429
48,F570,MILANO FORMALS,CORAL,5XL,30,1,3033,#N/A,F570_CORAL_30,,,,,,,B429
48,F570,MILANO FORMALS,CORAL,8XL,40,1,3033,#N/A,F570_CORAL_40,,,,,,,B429
48,F570,MILANO FORMALS,SKY BLUE,4XL,26,2,3033,#N/A,F570_SKY BLUE_26,,,,,,,B429
48,F570,MILANO FORMALS,LILAC,7XL,38,2,3033,#N/A,F570_LILAC_38,,,,,,,B429
48,F570,MILANO FORMALS,PERRI,M,10,3,3033,#N/A,F570_PERRI_10,,,,,,,B429
48,F570,MILANO FORMALS,LILAC,6XL,34,3,3033,#N/A,F570_LILAC_34,,,,,,,B429
48,F570,MILANO FORMALS,IVORY,6XL,34,3,3033,#N/A,F570_IVORY_34,,,,,,,B429
48,F570,MILANO FORMALS,CORAL,6XL,34,3,3033,#N/A,F570_CORAL_34,,,,,,,B429
48,F570,MILANO FORMALS,CORAL,7XL,38,3,3033,#N/A,F570_CORAL_38,,,,,,,B429
48,F570,MILANO FORMALS,PERRI,S,8,4,3033,#N/A,F570_PERRI_8,,,,,,,B429
48,F570,MILANO FORMALS,PERRI,4XL,26,5,3033,#N/A,F570_PERRI_26,,,,,,,B429
48,F570,MILANO FORMALS,PERRI,L,12,6,3033,#N/A,F570_PERRI_12,,,,,,,B429
48,F570,MILANO FORMALS,IVORY,5XL,30,9,3033,#N/A,F570_IVORY_30,,,,,,,B429
49,F570,MILANO FORMALS,PINK,4XL,26,1,3033,#N/A,F570_PINK_26,,,,,,,B429
49,F570,MILANO FORMALS,PINK,8XL,40,4,3033,#N/A,F570_PINK_40,,,,,,,B429
49,F570,MILANO FORMALS,PINK,7XL,38,10,3033,#N/A,F570_PINK_38,,,,,,,B429
49,F570,MILANO FORMALS,PINK,3XL,22,11,3033,#N/A,F570_PINK_22,,,,,,,B429
49,F570,MILANO FORMALS,PINK,5XL,30,12,3033,#N/A,F570_PINK_30,,,,,,,B429
49,F570,MILANO FORMALS,PINK,6XL,34,16,3033,#N/A,F570_PINK_34,,,,,,,B429
50,E1391,MILANO FORMALS,PURPLE,2,2,1,3033,#N/A,E1391_PURPLE_2,,,,,,,NV8608
50,E1672,MILANO FORMALS,SKY BLUE,2,2,1,3033,#N/A,E1672_SKY BLUE_2,,,,,,,NV8327
50,E1981,MILANO FORMALS,BLACK,2,2,1,3033,2 Piece,E1981_BLACK_2,,,,,,,NV8018
50,E2076,MILANO FORMALS,MIDNIGHT,2,2,1,3033,Short,E2076_MIDNIGHT_2,,,,,,,NV7923
50,E2225,MILANO FORMALS,BLACK,2,2,1,3033,#N/A,E2225_BLACK_2,,,,,,,NV7774
50,E2252,MILANO FORMALS,PURPLE,2,2,1,3033,Short,E2252_PURPLE_2,,,,,,,NV7747
50,E1264,MILANO FORMALS,BLACK,4,4,1,3033,Bridesmaid,E1264_BLACK_4,,,,,,,NV8735
50,E1672,MILANO FORMALS,SKY BLUE,4,4,1,3033,#N/A,E1672_SKY BLUE_4,,,,,,,NV8327
50,F1116,MILANO FORMALS,SILVER,8XL,40,1,3033,#N/A,F1116_SILVER_40,,,,,,,B8883
50,E1347,MILANO FORMALS,BLUE,S,8,1,3033,Embellished,E1347_BLUE_8,,,,,,,NV8652
50,E1946,MILANO FORMALS,NAVY,2,2,2,3033,#N/A,E1946_NAVY_2,,,,,,,NV8053
50,E2543,MILANO FORMALS,BLACK,2,2,2,3033,Embellished,E2543_BLACK_2,,,,,,,NV7456
50,E1264,MILANO FORMALS,BLACK,4,4,2,3033,Bridesmaid,E1264_BLACK_4,,,,,,,NV8735
50,E1421,MILANO FORMALS,GREY,16,16,2,3033,Bridesmaid,E1421_GREY_16,,,,,,,NV8578
50,E1421,MILANO FORMALS,GREY,24,24,2,3033,Bridesmaid,E1421_GREY_24,,,,,,,NV8578
50,F1116,MILANO FORMALS,SILVER,7XL,38,2,3033,#N/A,F1116_SILVER_38,,,,,,,B8883
50,E1421,MILANO FORMALS,GREY,12,12,4,3033,Bridesmaid,E1421_GREY_12,,,,,,,NV8578
50,F1116,MILANO FORMALS,SILVER,S,8,5,3033,#N/A,F1116_SILVER_8,,,,,,,B8883
51,B8808,MILANO FORMALS,IVORY/BLACK,S,8,1,3033,#N/A,B8808_IVORY/BLACK_8,,,,,,,AT1191
51,BD2006/741,MILANO FORMALS,,S,8,1,3033,#N/A,BD2006/741_8,,,,,,,ATD7993/258
51,BD2006/741,MILANO FORMALS,,L,12,2,3033,#N/A,BD2006/741_12,,,,,,,ATD7993/258
51,BD2006/741,MILANO FORMALS,,M,10,8,3033,#N/A,BD2006/741_10,,,,,,,ATD7993/258
51,B8808,MILANO FORMALS,IVORY,S,8,14,3033,#N/A,B8808_IVORY_8,,,,,,,AT1191
52,F570,MILANO FORMALS,PURPLE,0,0,1,3033,#N/A,F570_PURPLE_0,,,,,,,B429
52,E1420,MILANO FORMALS,PURPLE,8,8,1,3033,Bridesmaid,E1420_PURPLE_8,,,,,,,NV8579
52,F570,MILANO FORMALS,PURPLE,20,20,2,3033,#N/A,F570_PURPLE_20,,,,,,,B429
52,E1420,MILANO FORMALS,PURPLE,2,2,4,3033,Bridesmaid,E1420_PURPLE_2,,,,,,,NV8579
52,E1420,MILANO FORMALS,PURPLE,4,4,4,3033,Bridesmaid,E1420_PURPLE_4,,,,,,,NV8579
52,E1420,MILANO FORMALS,PURPLE,6,6,4,3033,Bridesmaid,E1420_PURPLE_6,,,,,,,NV8579
52,F570,MILANO FORMALS,PURPLE,2,2,6,3033,#N/A,F570_PURPLE_2,,,,,,,B429
52,F570,MILANO FORMALS,PURPLE,24,24,22,3033,#N/A,F570_PURPLE_24,,,,,,,B429
53,E1285,MILANO FORMALS,FUCHSIA,12,12,2,3033,Bridesmaid,E1285_FUCHSIA_12,,,,,,,NV8714
53,E1582,MILANO FORMALS,PURPLE,6,6,4,3033,Bridesmaid,E1582_PURPLE_6,,,,,,,NV8417
53,E1582,MILANO FORMALS,FUCHSIA,4,4,8,3033,Bridesmaid,E1582_FUCHSIA_4,,,,,,,NV8417
54,AA9315,ANDY ANAND COUTURE,IVORY,12,12,1,3033,#N/A,AA9315_IVORY_12,,,,,,,BNV0684
54,AA9306,ANDY ANAND COUTURE,IVORY,14,14,1,3033,#N/A,AA9306_IVORY_14,,,,,,,BNV0693
54,E2182,MILANO FORMALS,NAVY,4,4,2,3033,Ball Gown/Quinceanera ,E2182_NAVY_4,,,,,,,NV7817
55,AA9313,ANDY ANAND COUTURE,IVORY,8,8,2,3033,#N/A,AA9313_IVORY_8,,,,,,,BNV0686
55,AA9313,ANDY ANAND COUTURE,IVORY,16,16,2,3033,#N/A,AA9313_IVORY_16,,,,,,,BNV0686
55,AA9313,ANDY ANAND COUTURE,IVORY,6,6,3,3033,#N/A,AA9313_IVORY_6,,,,,,,BNV0686
56,B8749,ANDY ANAND,GREEN,M,10,2,3033,#N/A,B8749_GREEN_10,,,,,,,AT1250
56,F1116,MILANO FORMALS,BANANA,8XL,40,2,3033,#N/A,F1116_BANANA_40,,,,,,,B8883
56,B8749,ANDY ANAND,GREEN,L,12,5,3033,#N/A,B8749_GREEN_12,,,,,,,AT1250
56,B8749,ANDY ANAND,GREEN,2XL,18,7,3033,#N/A,B8749_GREEN_18,,,,,,,AT1250
56,B8749,ANDY ANAND,GREEN,XL,14,12,3033,#N/A,B8749_GREEN_14,,,,,,,AT1250
56,B8749,ANDY ANAND,GREEN,S,8,21,3033,#N/A,B8749_GREEN_8,,,,,,,AT1250
