Code,Color,Size,Brand,Quantity,Category,Description,Price,Collection
E2262,BLACK,16,MILANO FORMALS,2,Embellished,An elegant take on this Little black dress takes your eyes to the highly detailed skirt with modest top.,249.0,Holiday
E2262,BLACK,20,MILANO FORMALS,2,Embellished,An elegant take on this Little black dress takes your eyes to the highly detailed skirt with modest top.,249.0,Holiday
E2267,ROYAL BLUE,8,MILANO FORMALS,1,Embellished,,599.0,
E2269,NUDE,12,MILANO FORMALS,4,Short,,249.0,
E2269,NUDE,14,MILANO FORMALS,3,Short,,249.0,
E2269,NUDE,16,MILANO FORMALS,2,Short,,249.0,
E2276,GOLD,14,MILANO FORMALS,1,,Ring in the New Year with this white and gold fully beaded cocktial dress.,489.0,Holiday
E2279,BURGUNDY,6,MILANO FORMALS,1,Prom,,499.0,
E2279,BURGUNDY,10,MILANO FORMALS,1,Prom,,499.0,
E2279,BURGUNDY,14,MILANO FORMALS,1,Prom,,499.0,
E2279,BURGUNDY,16,MILANO FORMALS,1,Prom,,499.0,
E2280,PINK,14,MILANO FORMALS,3,Short,,249.0,
E2280,PINK,16,MILANO FORMALS,2,Short,,249.0,
E2280,PINK,20,MILANO FORMALS,1,Short,,249.0,
E2281,PURPLE,2,MILANO FORMALS,1,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,4,MILANO FORMALS,1,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,6,MILANO FORMALS,4,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,8,MILANO FORMALS,3,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,10,MILANO FORMALS,7,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,12,MILANO FORMALS,5,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,14,MILANO FORMALS,6,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,16,MILANO FORMALS,3,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2281,PURPLE,20,MILANO FORMALS,1,2 Piece,The dress showcases a strapless crop top with a sweetheart neckline and a straight across back with a scallop trim line. It is matched with a lovely short A-line skirt that boasts a complex contrasting pattern and a belt that will cinch your waist,225.0,
E2282,YELLOW,4,MILANO FORMALS,1,2 Piece,,599.0,
E2282,YELLOW,6,MILANO FORMALS,3,2 Piece,,599.0,
E2282,YELLOW,8,MILANO FORMALS,5,2 Piece,,599.0,
E2289,LAVENDER,16,MILANO FORMALS,1,Ball Gown/Quinceanera ,,269.0,
E2289,PURPLE,4,MILANO FORMALS,1,Ball Gown/Quinceanera ,,269.0,
E2289,PURPLE,16,MILANO FORMALS,1,Ball Gown/Quinceanera ,,269.0,
E2291,BLACK/GOLD,6,MILANO FORMALS,2,,Stay fun and flirty in this fabulous cocktail dress by Milano Formals E2291. This fascinating dress features an A-line silhouette skirt with a scoop neckline which is paired with thick straps leading into a back zipper closure. An excellent gold shimmer is scattered throughout this black jacquard dress having you shimmer all night long. This ensemble by Milano Formals is absolutely a charming piece for a party night out.,225.0,"Homecoming, Holiday"
E2291,BLACK/GOLD,8,MILANO FORMALS,6,,Stay fun and flirty in this fabulous cocktail dress by Milano Formals E2291. This fascinating dress features an A-line silhouette skirt with a scoop neckline which is paired with thick straps leading into a back zipper closure. An excellent gold shimmer is scattered throughout this black jacquard dress having you shimmer all night long. This ensemble by Milano Formals is absolutely a charming piece for a party night out.,225.0,"Homecoming, Holiday"
E2291,BLACK/GOLD,10,MILANO FORMALS,4,,Stay fun and flirty in this fabulous cocktail dress by Milano Formals E2291. This fascinating dress features an A-line silhouette skirt with a scoop neckline which is paired with thick straps leading into a back zipper closure. An excellent gold shimmer is scattered throughout this black jacquard dress having you shimmer all night long. This ensemble by Milano Formals is absolutely a charming piece for a party night out.,225.0,"Homecoming, Holiday"
E2291,BLACK/GOLD,12,MILANO FORMALS,6,,Stay fun and flirty in this fabulous cocktail dress by Milano Formals E2291. This fascinating dress features an A-line silhouette skirt with a scoop neckline which is paired with thick straps leading into a back zipper closure. An excellent gold shimmer is scattered throughout this black jacquard dress having you shimmer all night long. This ensemble by Milano Formals is absolutely a charming piece for a party night out.,225.0,"Homecoming, Holiday"
E2291,BLACK/GOLD,14,MILANO FORMALS,3,,Stay fun and flirty in this fabulous cocktail dress by Milano Formals E2291. This fascinating dress features an A-line silhouette skirt with a scoop neckline which is paired with thick straps leading into a back zipper closure. An excellent gold shimmer is scattered throughout this black jacquard dress having you shimmer all night long. This ensemble by Milano Formals is absolutely a charming piece for a party night out.,225.0,"Homecoming, Holiday"
E2292,RED,14,MILANO FORMALS,5,,Dazzle your holiday party with this pleated hi-low cocktail dress with beaded accents,249.0,Holiday
E2292,RED,16,MILANO FORMALS,3,,Dazzle your holiday party with this pleated hi-low cocktail dress with beaded accents,249.0,Holiday
E2317,NAVY,10,MILANO FORMALS,1,2 Piece,Show off your back with this beautifully detailed 2 piece dress!  The off shoulder crop top gives an elegant look to this piece as well as the stretchy fabric to hug your beautiful curves,179.0,Holiday
E2317,NAVY,12,MILANO FORMALS,1,2 Piece,Show off your back with this beautifully detailed 2 piece dress!  The off shoulder crop top gives an elegant look to this piece as well as the stretchy fabric to hug your beautiful curves,179.0,Holiday
E2317,NAVY,14,MILANO FORMALS,2,2 Piece,Show off your back with this beautifully detailed 2 piece dress!  The off shoulder crop top gives an elegant look to this piece as well as the stretchy fabric to hug your beautiful curves,179.0,Holiday
E2322,BLUSH,4,MILANO FORMALS,3,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,BLUSH,8,MILANO FORMALS,6,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,BLUSH,10,MILANO FORMALS,4,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,BLUSH,16,MILANO FORMALS,5,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,PEAL,10,MILANO FORMALS,1,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,TEAL,6,MILANO FORMALS,2,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,TEAL,8,MILANO FORMALS,3,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,TEAL,10,MILANO FORMALS,2,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,TEAL,12,MILANO FORMALS,2,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2322,TEAL,22,MILANO FORMALS,1,Ball Gown/Quinceanera ,"This enchanting gown is designed with cap sleeves, and a scoop neckline. The bodice is embellished with glittering beads and sequins and has a zipper closure. Finishing the look is a floor length ballgown skirt for that princess-like effect.",399.0,
E2324,PINK,0,MILANO FORMALS,3,Embellished,0,399.0,Holiday
E2324,PINK,4,MILANO FORMALS,4,Embellished,0,399.0,Holiday
E2324,PINK,6,MILANO FORMALS,2,Embellished,0,399.0,Holiday
E2324,PINK,12,MILANO FORMALS,1,Embellished,0,399.0,Holiday
E2326,BLACK/RED,6,MILANO FORMALS,1,Elegant Evening,,499.0,
E2329,BLACK,2,MILANO FORMALS,2,,Dazzling floor length gown with spaghetti staps and off shoulder cap sleeves.  The butterfly-wing mosiac on this gown is sure to capture a lot of attention.,349.0,Holiday
E2329,BLACK,4,MILANO FORMALS,2,,Dazzling floor length gown with spaghetti staps and off shoulder cap sleeves.  The butterfly-wing mosiac on this gown is sure to capture a lot of attention.,349.0,Holiday
E2329,BLACK,6,MILANO FORMALS,4,,Dazzling floor length gown with spaghetti staps and off shoulder cap sleeves.  The butterfly-wing mosiac on this gown is sure to capture a lot of attention.,349.0,Holiday
E2329,BLACK,8,MILANO FORMALS,1,,Dazzling floor length gown with spaghetti staps and off shoulder cap sleeves.  The butterfly-wing mosiac on this gown is sure to capture a lot of attention.,349.0,Holiday
E2331,RED,8,MILANO FORMALS,1,Elegant Evening,,369.0,
E2331,RED,10,MILANO FORMALS,2,Elegant Evening,,369.0,
E2331,RED,14,MILANO FORMALS,2,Elegant Evening,,369.0,
E2331,RED,18,MILANO FORMALS,2,Elegant Evening,,369.0,
E2335,ROYAL,0,MILANO FORMALS,1,Embellished,Show off your legs with this high slit royal blue dress. The fully beaded geometic halter bodice has a semi backless look,279.0,Holiday
E2335,ROYAL,4,MILANO FORMALS,2,Embellished,Show off your legs with this high slit royal blue dress. The fully beaded geometic halter bodice has a semi backless look,279.0,Holiday
E2335,ROYAL,8,MILANO FORMALS,1,Embellished,Show off your legs with this high slit royal blue dress. The fully beaded geometic halter bodice has a semi backless look,279.0,Holiday
E2335,ROYAL,12,MILANO FORMALS,4,Embellished,Show off your legs with this high slit royal blue dress. The fully beaded geometic halter bodice has a semi backless look,279.0,Holiday
E2335,ROYAL,16,MILANO FORMALS,1,Embellished,Show off your legs with this high slit royal blue dress. The fully beaded geometic halter bodice has a semi backless look,279.0,Holiday
E2385,GOLD/BLACK,0,MILANO FORMALS,2,Elegant Evening,"This elegant gown showcases a fitted bodice and flowy chiffon silhouette. Made out of a rich chiffon material, the skirt is sure to keep you comfortable as you dance the night away. The chiffon constructed a-line skirt hits perfectly on your figure flowing effortlessly to create the perfect silhouette. A center zipper closure secures the sheer full back.",199.0,Holiday
E2385,GOLD/BLACK,2,MILANO FORMALS,2,Elegant Evening,"This elegant gown showcases a fitted bodice and flowy chiffon silhouette. Made out of a rich chiffon material, the skirt is sure to keep you comfortable as you dance the night away. The chiffon constructed a-line skirt hits perfectly on your figure flowing effortlessly to create the perfect silhouette. A center zipper closure secures the sheer full back.",199.0,Holiday
E2385,GOLD/BLACK,4,MILANO FORMALS,4,Elegant Evening,"This elegant gown showcases a fitted bodice and flowy chiffon silhouette. Made out of a rich chiffon material, the skirt is sure to keep you comfortable as you dance the night away. The chiffon constructed a-line skirt hits perfectly on your figure flowing effortlessly to create the perfect silhouette. A center zipper closure secures the sheer full back.",199.0,Holiday
E2385,GOLD/BLACK,6,MILANO FORMALS,2,Elegant Evening,"This elegant gown showcases a fitted bodice and flowy chiffon silhouette. Made out of a rich chiffon material, the skirt is sure to keep you comfortable as you dance the night away. The chiffon constructed a-line skirt hits perfectly on your figure flowing effortlessly to create the perfect silhouette. A center zipper closure secures the sheer full back.",199.0,Holiday
E2385,GOLD/BLACK,8,MILANO FORMALS,2,Elegant Evening,"This elegant gown showcases a fitted bodice and flowy chiffon silhouette. Made out of a rich chiffon material, the skirt is sure to keep you comfortable as you dance the night away. The chiffon constructed a-line skirt hits perfectly on your figure flowing effortlessly to create the perfect silhouette. A center zipper closure secures the sheer full back.",199.0,Holiday
E2385,GOLD/BLACK,10,MILANO FORMALS,1,Elegant Evening,"This elegant gown showcases a fitted bodice and flowy chiffon silhouette. Made out of a rich chiffon material, the skirt is sure to keep you comfortable as you dance the night away. The chiffon constructed a-line skirt hits perfectly on your figure flowing effortlessly to create the perfect silhouette. A center zipper closure secures the sheer full back.",199.0,Holiday
E2389,PURPLE,2,MILANO FORMALS,1,Elegant Evening,The plunging illusion neckline along with cut out illusion waist makes this a one of a kind dress perfect for any holiday party.,349.0,Holiday
E2389,PURPLE,6,MILANO FORMALS,1,Elegant Evening,The plunging illusion neckline along with cut out illusion waist makes this a one of a kind dress perfect for any holiday party.,349.0,Holiday
E2389,PURPLE,8,MILANO FORMALS,1,Elegant Evening,The plunging illusion neckline along with cut out illusion waist makes this a one of a kind dress perfect for any holiday party.,349.0,Holiday
E2389,PURPLE,14,MILANO FORMALS,1,Elegant Evening,The plunging illusion neckline along with cut out illusion waist makes this a one of a kind dress perfect for any holiday party.,349.0,Holiday
E2389,PURPLE,16,MILANO FORMALS,1,Elegant Evening,The plunging illusion neckline along with cut out illusion waist makes this a one of a kind dress perfect for any holiday party.,349.0,Holiday
E2400,NUDE/IVORY,18,MILANO FORMALS,1,,,169.0,
E2403,BLACK,0,MILANO FORMALS,1,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,BLACK,4,MILANO FORMALS,4,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,BLACK,6,MILANO FORMALS,3,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,BLACK,8,MILANO FORMALS,1,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,BLACK,10,MILANO FORMALS,3,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,BLACK,12,MILANO FORMALS,3,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,BLACK,16,MILANO FORMALS,1,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,BLACK,24,MILANO FORMALS,1,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,SILVER,8,MILANO FORMALS,1,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,SILVER,10,MILANO FORMALS,3,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2403,SILVER,12,MILANO FORMALS,1,Embellished,"This fully sequined floor length dress was made for the red carpet.  With two colors either red or black, it will be the perfect fit to turn heads at your next party.",299.0,Holiday
E2405,BLACK,16,MILANO FORMALS,3,Embellished,This fully sequined floor length dress was made for the red carpet.  Show off your curves with this halter sequin dress,399.0,Holiday
E2405,BLACK,20,MILANO FORMALS,3,Embellished,This fully sequined floor length dress was made for the red carpet.  Show off your curves with this halter sequin dress,399.0,Holiday
E2426,NAVY,0,MILANO FORMALS,1,Gala/ pageant,Beautiful illusion halter with embroidered overlay and taffeta skirt,399.0,Holiday
E2426,NAVY,2,MILANO FORMALS,1,Gala/ pageant,Beautiful illusion halter with embroidered overlay and taffeta skirt,399.0,Holiday
E2426,NAVY,4,MILANO FORMALS,2,Gala/ pageant,Beautiful illusion halter with embroidered overlay and taffeta skirt,399.0,Holiday
E2426,NAVY,8,MILANO FORMALS,1,Gala/ pageant,Beautiful illusion halter with embroidered overlay and taffeta skirt,399.0,Holiday
E2426,NAVY,12,MILANO FORMALS,2,Gala/ pageant,Beautiful illusion halter with embroidered overlay and taffeta skirt,399.0,Holiday
E2426,NAVY,20,MILANO FORMALS,2,Gala/ pageant,Beautiful illusion halter with embroidered overlay and taffeta skirt,399.0,Holiday
E2428,NAVY,0,MILANO FORMALS,1,Embellished,"Show off your curves with this halter crop top long skirt set.  The skirt has a high slit with matching """"belt"""" to tie this 2pc show stopper together ",349.0,Holiday
E2428,NAVY,6,MILANO FORMALS,2,Embellished,"Show off your curves with this halter crop top long skirt set.  The skirt has a high slit with matching """"belt"""" to tie this 2pc show stopper together ",349.0,Holiday
E2428,NAVY,8,MILANO FORMALS,1,Embellished,"Show off your curves with this halter crop top long skirt set.  The skirt has a high slit with matching """"belt"""" to tie this 2pc show stopper together ",349.0,Holiday
E2430,WHITE,8,MILANO FORMALS,1,Embellished,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,299.0,Holiday
E2430,WHITE/BLACK,8,MILANO FORMALS,1,Embellished,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,299.0,Holiday
E2430,WHITE/BLUE,0,MILANO FORMALS,2,Embellished,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,299.0,Holiday
E2430,WHITE/BLUE,8,MILANO FORMALS,1,Embellished,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,299.0,Holiday
E2430,WHITE/BLUE,10,MILANO FORMALS,1,Embellished,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,299.0,Holiday
E2430,WHITE/BLUE,14,MILANO FORMALS,1,Embellished,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,299.0,Holiday
E2430,WHITE/BLUE,18,MILANO FORMALS,2,Embellished,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,299.0,Holiday
E2431,RED,0,MILANO FORMALS,1,Embellished,The bodice features a halter neckline with an illusion deep V-cutout and an embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,269.0,Holiday
E2431,RED,2,MILANO FORMALS,1,Embellished,The bodice features a halter neckline with an illusion deep V-cutout and an embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,269.0,Holiday
E2431,RED,4,MILANO FORMALS,3,Embellished,The bodice features a halter neckline with an illusion deep V-cutout and an embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,269.0,Holiday
E2431,RED,6,MILANO FORMALS,4,Embellished,The bodice features a halter neckline with an illusion deep V-cutout and an embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,269.0,Holiday
E2431,RED,8,MILANO FORMALS,2,Embellished,The bodice features a halter neckline with an illusion deep V-cutout and an embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,269.0,Holiday
E2431,RED,10,MILANO FORMALS,2,Embellished,The bodice features a halter neckline with an illusion deep V-cutout and an embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,269.0,Holiday
E2431,RED,16,MILANO FORMALS,1,Embellished,The bodice features a halter neckline with an illusion deep V-cutout and an embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,269.0,Holiday
E2436,BLACK,12,MILANO FORMALS,1,,,349.0,
E2436,BLACK/PRINT,0,MILANO FORMALS,1,,,349.0,
E2436,BLACK/PRINT,4,MILANO FORMALS,1,,,349.0,
E2436,BLACK/PRINT,8,MILANO FORMALS,1,,,349.0,
E2436,BLACK/PRINT,12,MILANO FORMALS,4,,,349.0,
E2436,BROWN,18,MILANO FORMALS,1,,,349.0,
E2437,NAVY PRINT,0,MILANO FORMALS,1,Elegant Evening,"two-piece evening gown by Milano Formals E2437. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.",179.0,
E2437,NAVY PRINT,2,MILANO FORMALS,2,Elegant Evening,"two-piece evening gown by Milano Formals E2437. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.",179.0,
E2437,NAVY PRINT,6,MILANO FORMALS,4,Elegant Evening,"two-piece evening gown by Milano Formals E2437. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.",179.0,
E2437,NAVY PRINT,8,MILANO FORMALS,3,Elegant Evening,"two-piece evening gown by Milano Formals E2437. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.",179.0,
E2437,NAVY PRINT,10,MILANO FORMALS,5,Elegant Evening,"two-piece evening gown by Milano Formals E2437. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.",179.0,
E2437,NAVY PRINT,12,MILANO FORMALS,3,Elegant Evening,"two-piece evening gown by Milano Formals E2437. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.",179.0,
E2437,NAVY PRINT,18,MILANO FORMALS,2,Elegant Evening,"two-piece evening gown by Milano Formals E2437. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.",179.0,
E2449,GREEN,0,MILANO FORMALS,2,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2449,GREEN,2,MILANO FORMALS,4,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2449,GREEN,4,MILANO FORMALS,1,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2449,GREEN,6,MILANO FORMALS,1,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2449,GREEN,8,MILANO FORMALS,1,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2449,GREEN,10,MILANO FORMALS,2,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2449,IVORY,10,MILANO FORMALS,1,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2449,IVORY,12,MILANO FORMALS,2,Ball Gown/Quinceanera ,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross along the back as the slender waistband mimics its sparkling iridescence. The ballgown skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.",199.0,
E2460,BLACK,0,MILANO FORMALS,1,2 Piece,Have all eyes on you with this fully sequined 2-piece ombre set,389.0,Holiday
E2460,BLACK,8,MILANO FORMALS,1,2 Piece,Have all eyes on you with this fully sequined 2-piece ombre set,389.0,Holiday
E2460,BLACK,14,MILANO FORMALS,2,2 Piece,Have all eyes on you with this fully sequined 2-piece ombre set,389.0,Holiday
E2460,BLACK,18,MILANO FORMALS,1,2 Piece,Have all eyes on you with this fully sequined 2-piece ombre set,389.0,Holiday
E2497,BLUSH,4,MILANO FORMALS,1,,,349.0,
E2497,MINT,4,MILANO FORMALS,1,,,349.0,
E2497,MINT,8,MILANO FORMALS,1,,,349.0,
E2497,MINT,12,MILANO FORMALS,1,,,349.0,
